Split	Annotator.ID	Display.Position	Sentence.ID	Pred.Token	Pred.Lemma	Is.Predicate	Is.Understandable	Happened	Confidence
train	16	6	en-ud-train.conllu 11145	7	do	true	true	true	4
train	6	6	en-ud-train.conllu 6135	28	sustain	true	true	false	4
train	21	6	en-ud-train.conllu 6135	28	sustain	true	true	true	3
train	7	6	en-ud-train.conllu 822	23	re-route	true	true	true	2
train	16	6	en-ud-train.conllu 822	23	re-route	true	true	true	4
test	1	6	en-ud-test.conllu 1760	3	provide	true	true	true	4
test	7	6	en-ud-test.conllu 1760	3	provide	true	true	true	4
train	1	6	en-ud-train.conllu 11169	40	say	true	true	true	4
train	10	6	en-ud-train.conllu 11169	40	say	true	true	true	4
train	6	6	en-ud-train.conllu 11195	19	move	true	true	true	4
train	8	6	en-ud-train.conllu 11195	19	move	true	true	true	4
train	7	6	en-ud-train.conllu 6141	2	want	true	true	true	4
train	18	6	en-ud-train.conllu 6141	2	want	true	true	true	4
test	1	6	en-ud-test.conllu 1799	14	combine	true	true	false	2
test	8	6	en-ud-test.conllu 1799	14	combine	true	true	true	3
train	10	6	en-ud-train.conllu 11211	7	make	true	true	true	4
train	14	6	en-ud-train.conllu 11211	7	make	true	true	true	4
train	14	6	en-ud-train.conllu 6151	13	open	false	true	na	na
train	16	6	en-ud-train.conllu 6151	13	open	true	true	false	1
test	16	6	en-ud-test.conllu 1819	14	work	true	true	false	2
test	18	6	en-ud-test.conllu 1819	14	work	true	true	false	2
train	7	6	en-ud-train.conllu 11225	2	say	true	true	true	4
train	14	6	en-ud-train.conllu 11225	2	say	true	true	true	4
train	1	6	en-ud-train.conllu 6157	13	make	true	true	false	3
train	8	6	en-ud-train.conllu 6157	13	make	true	true	false	4
train	1	6	en-ud-train.conllu 834	15	pose	true	true	true	4
train	6	6	en-ud-train.conllu 834	15	pose	true	true	true	4
train	9	6	en-ud-train.conllu 11240	10	understand	true	true	true	3
train	20	6	en-ud-train.conllu 11240	10	understand	true	true	true	1
train	7	6	en-ud-train.conllu 6174	5	write	true	true	true	4
train	16	6	en-ud-train.conllu 6174	5	write	true	true	true	4
train	8	6	en-ud-train.conllu 11274	2	have	true	true	true	3
train	21	6	en-ud-train.conllu 11274	2	have	true	true	true	4
test	8	6	en-ud-test.conllu 1840	2	think	true	true	true	4
test	16	6	en-ud-test.conllu 1840	2	think	true	true	true	4
train	1	6	en-ud-train.conllu 11298	43	say	true	true	true	4
train	10	6	en-ud-train.conllu 11298	43	say	true	true	true	4
train	1	6	en-ud-train.conllu 837	35	reopen	true	true	true	4
train	21	6	en-ud-train.conllu 837	35	reopen	true	true	true	4
test	14	6	en-ud-test.conllu 1866	2	want	true	true	true	4
test	16	6	en-ud-test.conllu 1866	2	want	true	true	true	4
train	1	6	en-ud-train.conllu 867	37	stir	true	true	false	2
train	7	6	en-ud-train.conllu 867	37	stir	true	true	false	4
test	1	6	en-ud-test.conllu 1883	17	have	true	true	true	4
test	6	6	en-ud-test.conllu 1883	17	have	true	true	true	4
train	8	6	en-ud-train.conllu 11323	3	kill	true	true	true	4
train	14	6	en-ud-train.conllu 11323	3	kill	true	true	true	4
train	7	6	en-ud-train.conllu 6181	41	create	true	true	true	4
train	18	6	en-ud-train.conllu 6181	41	create	true	true	true	4
train	8	6	en-ud-train.conllu 6204	7	produce	true	true	true	4
train	14	6	en-ud-train.conllu 6204	7	produce	true	true	true	4
train	1	6	en-ud-train.conllu 890	10	say	true	true	true	4
train	14	6	en-ud-train.conllu 890	10	say	true	true	true	4
train	1	6	en-ud-train.conllu 11334	2	have	true	true	true	4
train	6	6	en-ud-train.conllu 11334	2	have	true	true	true	4
test	10	6	en-ud-test.conllu 1961	9	tow	true	true	true	4
test	14	6	en-ud-test.conllu 1961	9	tow	true	true	true	4
train	10	6	en-ud-train.conllu 6229	17	care	true	true	true	4
train	16	6	en-ud-train.conllu 6229	17	care	true	true	true	4
train	7	6	en-ud-train.conllu 905	38	say	true	true	true	4
train	12	6	en-ud-train.conllu 905	38	say	true	true	true	4
train	1	6	en-ud-train.conllu 11348	2	arrive	true	true	true	4
train	7	6	en-ud-train.conllu 11348	2	arrive	true	false	na	na
test	7	6	en-ud-test.conllu 1989	5	fit	true	true	true	4
test	14	6	en-ud-test.conllu 1989	5	fit	true	true	true	3
train	6	6	en-ud-train.conllu 6236	7	make	true	true	true	4
train	18	6	en-ud-train.conllu 6236	7	make	true	true	true	4
train	1	6	en-ud-train.conllu 11360	4	bring	true	true	false	3
train	18	6	en-ud-train.conllu 11360	4	bring	true	true	false	2
test	10	6	en-ud-test.conllu 2055	18	hire	true	true	true	4
test	14	6	en-ud-test.conllu 2055	18	hire	true	true	false	4
train	1	6	en-ud-train.conllu 916	48	tell	true	true	true	4
train	16	6	en-ud-train.conllu 916	48	tell	true	true	true	4
train	7	6	en-ud-train.conllu 6282	3	think	true	true	true	4
train	18	6	en-ud-train.conllu 6282	3	think	true	true	true	4
train	1	6	en-ud-train.conllu 11373	11	know	true	true	true	4
train	6	6	en-ud-train.conllu 11373	11	know	true	true	true	4
test	1	6	en-ud-test.conllu 2076	2	provide	true	true	true	4
test	7	6	en-ud-test.conllu 2076	2	provide	true	true	true	4
train	14	6	en-ud-train.conllu 919	11	see	true	true	true	4
train	18	6	en-ud-train.conllu 919	11	see	true	true	true	4
train	10	6	en-ud-train.conllu 6338	7	use	true	true	true	4
train	16	6	en-ud-train.conllu 6338	7	use	true	true	true	4
train	7	6	en-ud-train.conllu 925	2	cite	true	true	true	4
train	14	6	en-ud-train.conllu 925	2	cite	true	true	true	4
train	1	6	en-ud-train.conllu 11383	4	stay	true	true	true	4
train	10	6	en-ud-train.conllu 11383	4	stay	true	true	true	4
train	8	6	en-ud-train.conllu 11393	13	make	true	true	true	4
train	16	6	en-ud-train.conllu 11393	13	make	true	true	true	4
train	1	6	en-ud-train.conllu 954	8	lie	true	true	true	4
train	6	6	en-ud-train.conllu 954	8	lie	true	true	true	4
train	14	6	en-ud-train.conllu 974	8	befuddle	true	true	true	2
train	16	6	en-ud-train.conllu 974	8	befuddle	true	true	true	3
train	1	6	en-ud-train.conllu 11408	7	pay	true	true	true	4
train	14	6	en-ud-train.conllu 11408	7	pay	true	true	true	4
train	6	6	en-ud-train.conllu 6341	3	say	true	true	true	4
train	21	6	en-ud-train.conllu 6341	3	say	true	true	true	4
train	8	6	en-ud-train.conllu 985	18	hand	true	true	true	4
train	16	6	en-ud-train.conllu 985	18	hand	true	true	true	4
train	7	6	en-ud-train.conllu 6354	16	come	true	true	true	4
train	16	6	en-ud-train.conllu 6354	16	come	true	true	true	4
train	7	6	en-ud-train.conllu 11425	22	make	true	true	true	4
train	8	6	en-ud-train.conllu 11425	22	make	true	true	true	3
train	14	6	en-ud-train.conllu 1000	25	claim	true	true	true	4
train	21	6	en-ud-train.conllu 1000	25	claim	true	true	true	3
train	6	6	en-ud-train.conllu 6361	15	include	true	true	true	4
train	10	6	en-ud-train.conllu 6361	15	include	true	true	true	2
train	1	6	en-ud-train.conllu 6370	7	eat	true	true	true	4
train	16	6	en-ud-train.conllu 6370	7	eat	true	true	true	3
train	8	6	en-ud-train.conllu 1017	2	trust	true	true	true	4
train	14	6	en-ud-train.conllu 1017	2	trust	true	true	true	4
train	7	6	en-ud-train.conllu 11434	7	grow	true	true	false	4
train	8	6	en-ud-train.conllu 11434	7	grow	true	true	true	4
train	1	6	en-ud-train.conllu 6379	24	belong	true	true	true	4
train	21	6	en-ud-train.conllu 6379	24	belong	true	true	true	2
train	1	6	en-ud-train.conllu 11446	47	intend	true	true	true	4
train	6	6	en-ud-train.conllu 11446	47	intend	true	true	false	2
train	7	6	en-ud-train.conllu 6398	11	show	true	true	true	4
train	14	6	en-ud-train.conllu 6398	11	show	true	true	true	4
train	7	6	en-ud-train.conllu 1048	3	amaze	true	true	true	4
train	14	6	en-ud-train.conllu 1048	3	amaze	true	true	true	4
train	14	6	en-ud-train.conllu 6400	17	affect	true	true	true	4
train	21	6	en-ud-train.conllu 6400	17	affect	true	true	true	3
train	14	6	en-ud-train.conllu 1056	31	read	true	true	false	4
train	21	6	en-ud-train.conllu 1056	31	read	true	true	false	3
train	1	6	en-ud-train.conllu 11477	20	pay	true	true	true	4
train	7	6	en-ud-train.conllu 11477	20	pay	true	true	true	4
train	1	6	en-ud-train.conllu 6409	7	say	true	true	true	4
train	8	6	en-ud-train.conllu 6409	7	say	true	true	true	4
train	1	6	en-ud-train.conllu 1098	23	remember	true	true	false	2
train	7	6	en-ud-train.conllu 1098	23	remember	true	true	false	4
train	7	6	en-ud-train.conllu 11498	9	do	true	true	true	4
train	10	6	en-ud-train.conllu 11498	9	do	true	true	true	4
train	6	6	en-ud-train.conllu 1114	21	include	true	true	true	4
train	21	6	en-ud-train.conllu 1114	21	include	true	true	true	4
train	10	6	en-ud-train.conllu 6422	8	increase	true	true	true	4
train	18	6	en-ud-train.conllu 6422	8	increase	true	true	true	4
train	3	6	en-ud-train.conllu 1124	11	have	false	true	na	na
train	16	6	en-ud-train.conllu 1124	11	have	true	true	true	4
train	1	6	en-ud-train.conllu 11514	41	explain	true	true	true	4
train	14	6	en-ud-train.conllu 11514	41	explain	true	true	true	4
train	14	6	en-ud-train.conllu 6427	9	agree	true	true	true	4
train	16	6	en-ud-train.conllu 6427	9	agree	true	true	true	4
train	8	6	en-ud-train.conllu 11525	2	leave	true	true	true	4
train	14	6	en-ud-train.conllu 11525	2	leave	true	true	true	4
train	8	6	en-ud-train.conllu 1129	15	combine	true	true	true	4
train	14	6	en-ud-train.conllu 1129	15	combine	false	true	na	na
train	6	6	en-ud-train.conllu 1156	2	create	true	true	true	4
train	21	6	en-ud-train.conllu 1156	2	create	true	true	true	4
train	1	6	en-ud-train.conllu 11543	2	find	true	true	true	4
train	10	6	en-ud-train.conllu 11543	2	find	true	true	true	4
train	8	6	en-ud-train.conllu 6434	1	hide	true	true	true	4
train	16	6	en-ud-train.conllu 6434	1	hide	true	true	true	4
train	7	6	en-ud-train.conllu 1210	15	happen	true	true	true	4
train	14	6	en-ud-train.conllu 1210	15	happen	true	true	true	4
train	1	6	en-ud-train.conllu 6439	14	do	true	true	true	4
train	8	6	en-ud-train.conllu 6439	14	do	true	true	true	4
train	1	6	en-ud-train.conllu 11561	3	say	true	true	true	4
train	14	6	en-ud-train.conllu 11561	3	say	true	true	true	4
train	14	6	en-ud-train.conllu 1227	6	carry	true	true	true	4
train	21	6	en-ud-train.conllu 1227	6	carry	true	true	true	4
train	8	6	en-ud-train.conllu 11567	20	see	true	true	false	3
train	10	6	en-ud-train.conllu 11567	20	see	true	true	true	4
train	8	6	en-ud-train.conllu 6453	41	reveal	true	true	true	4
train	14	6	en-ud-train.conllu 6453	41	reveal	true	true	true	4
train	7	6	en-ud-train.conllu 11585	2	understand	true	true	true	4
train	8	6	en-ud-train.conllu 11585	2	understand	true	true	true	4
train	8	6	en-ud-train.conllu 1231	3	call	true	true	true	4
train	18	6	en-ud-train.conllu 1231	3	call	true	true	true	4
train	8	6	en-ud-train.conllu 6493	27	live	true	true	true	4
train	18	6	en-ud-train.conllu 6493	27	live	true	true	true	4
train	8	6	en-ud-train.conllu 6503	17	put	true	true	true	1
train	10	6	en-ud-train.conllu 6503	17	put	true	true	true	4
train	8	6	en-ud-train.conllu 1234	11	use	true	true	true	4
train	16	6	en-ud-train.conllu 1234	11	use	true	true	true	4
train	8	6	en-ud-train.conllu 1247	16	incite	true	true	true	4
train	10	6	en-ud-train.conllu 1247	16	incite	true	true	true	4
train	7	6	en-ud-train.conllu 6523	21	remain	true	true	false	2
train	16	6	en-ud-train.conllu 6523	21	remain	true	true	false	3
train	5	6	en-ud-train.conllu 11602	7	stop	true	true	true	3
train	6	6	en-ud-train.conllu 11602	7	stop	true	true	true	4
train	1	6	en-ud-train.conllu 1263	34	use	true	true	true	3
train	7	6	en-ud-train.conllu 1263	34	use	true	true	true	2
train	1	6	en-ud-train.conllu 6528	33	tell	true	true	true	4
train	16	6	en-ud-train.conllu 6528	33	tell	true	true	false	2
train	12	6	en-ud-train.conllu 11624	3	have	false	true	na	na
train	14	6	en-ud-train.conllu 11624	3	have	true	true	true	4
train	6	6	en-ud-train.conllu 1292	17	define	true	true	true	4
train	8	6	en-ud-train.conllu 1292	17	define	true	true	true	4
train	8	6	en-ud-train.conllu 6536	15	build	true	true	false	3
train	16	6	en-ud-train.conllu 6536	15	build	true	true	false	4
train	14	6	en-ud-train.conllu 1326	8	play	true	true	true	4
train	18	6	en-ud-train.conllu 1326	8	play	true	true	true	4
train	1	6	en-ud-train.conllu 6624	6	continue	true	true	true	4
train	14	6	en-ud-train.conllu 6624	6	continue	true	true	true	4
train	7	6	en-ud-train.conllu 11633	5	say	true	true	true	4
train	14	6	en-ud-train.conllu 11633	5	say	true	true	true	4
train	14	6	en-ud-train.conllu 1354	7	acquire	true	true	true	4
train	16	6	en-ud-train.conllu 1354	7	acquire	true	true	true	4
train	7	6	en-ud-train.conllu 11645	8	rush	true	true	false	4
train	8	6	en-ud-train.conllu 11645	8	rush	true	true	false	4
train	7	6	en-ud-train.conllu 6670	12	bear	true	true	true	4
train	14	6	en-ud-train.conllu 6670	12	bear	true	true	true	4
train	1	6	en-ud-train.conllu 11651	2	order	true	true	true	4
train	2	6	en-ud-train.conllu 11651	2	order	true	true	true	4
train	10	6	en-ud-train.conllu 1361	20	use	true	true	true	4
train	16	6	en-ud-train.conllu 1361	20	use	true	true	false	4
train	14	6	en-ud-train.conllu 6677	4	write	true	true	true	4
train	18	6	en-ud-train.conllu 6677	4	write	true	true	true	4
train	8	6	en-ud-train.conllu 6717	3	beat	true	true	true	4
train	14	6	en-ud-train.conllu 6717	3	beat	true	true	true	4
train	8	6	en-ud-train.conllu 11658	3	call	true	true	true	4
train	1	6	en-ud-train.conllu 6725	70	allow	true	true	true	4
train	16	6	en-ud-train.conllu 6725	70	allow	true	true	true	4
train	6	6	en-ud-train.conllu 11681	10	base	true	true	true	4
train	16	6	en-ud-train.conllu 11681	10	base	true	true	true	3
train	1	6	en-ud-train.conllu 1364	43	case	true	true	true	4
train	7	6	en-ud-train.conllu 1364	43	case	true	true	false	1
train	6	6	en-ud-train.conllu 11710	3	go	true	true	true	4
train	10	6	en-ud-train.conllu 11710	3	go	true	true	true	4
train	7	6	en-ud-train.conllu 1372	40	warn	true	true	true	2
train	16	6	en-ud-train.conllu 1372	40	warn	true	true	false	3
train	1	6	en-ud-train.conllu 6726	71	distinguish	true	true	true	4
train	7	6	en-ud-train.conllu 6726	71	distinguish	true	true	true	4
train	1	6	en-ud-train.conllu 1378	7	underestimate	true	true	false	2
train	21	6	en-ud-train.conllu 1378	7	underestimate	true	true	true	3
train	1	6	en-ud-train.conllu 6727	84	end	true	true	false	4
train	14	6	en-ud-train.conllu 6727	84	end	true	true	false	3
train	7	6	en-ud-train.conllu 1395	6	instruct	true	true	true	2
train	14	6	en-ud-train.conllu 1395	6	instruct	true	true	true	4
train	7	6	en-ud-train.conllu 11721	17	stop	true	true	false	4
train	8	6	en-ud-train.conllu 11721	17	stop	true	true	false	4
train	14	6	en-ud-train.conllu 1397	50	benefit	true	true	true	4
train	18	6	en-ud-train.conllu 1397	50	benefit	true	true	false	4
train	7	6	en-ud-train.conllu 11751	3	keep	true	true	true	4
train	10	6	en-ud-train.conllu 11751	3	keep	true	true	true	4
train	8	6	en-ud-train.conllu 6734	11	look	true	true	true	4
train	20	6	en-ud-train.conllu 6734	11	look	true	true	true	2
train	1	6	en-ud-train.conllu 1405	17	carry	true	true	false	2
train	6	6	en-ud-train.conllu 1405	17	carry	true	true	false	4
train	1	6	en-ud-train.conllu 11780	20	stop	true	true	false	2
train	7	6	en-ud-train.conllu 11780	20	stop	true	true	true	4
train	1	6	en-ud-train.conllu 6751	5	get	true	true	false	4
train	18	6	en-ud-train.conllu 6751	5	get	true	true	false	2
train	18	6	en-ud-train.conllu 1411	14	release	true	true	false	4
train	21	6	en-ud-train.conllu 1411	14	release	true	true	false	3
train	16	6	en-ud-train.conllu 1416	32	use	true	true	false	4
train	18	6	en-ud-train.conllu 1416	32	use	true	true	false	3
train	14	6	en-ud-train.conllu 11805	6	work	true	true	true	4
train	21	6	en-ud-train.conllu 11805	6	work	true	true	true	4
train	5	6	en-ud-train.conllu 1422	24	possess	true	true	true	3
train	14	6	en-ud-train.conllu 1422	24	possess	true	true	true	4
train	1	6	en-ud-train.conllu 6756	2	believe	true	true	true	4
train	10	6	en-ud-train.conllu 6756	2	believe	true	true	true	4
train	1	6	en-ud-train.conllu 11822	2	suspect	true	true	true	4
train	21	6	en-ud-train.conllu 11822	2	suspect	true	true	true	3
train	1	6	en-ud-train.conllu 1425	27	require	true	true	true	4
train	18	6	en-ud-train.conllu 1425	27	require	true	true	true	3
train	1	6	en-ud-train.conllu 11833	9	treat	true	true	true	4
train	14	6	en-ud-train.conllu 11833	9	treat	true	true	true	4
train	8	6	en-ud-train.conllu 6766	26	take	true	true	true	4
train	14	6	en-ud-train.conllu 6766	26	take	true	true	true	4
train	10	6	en-ud-train.conllu 1437	26	object	true	true	true	4
train	22	6	en-ud-train.conllu 1437	26	object	true	true	true	4
train	1	6	en-ud-train.conllu 11855	12	guarantee	true	true	true	4
train	8	6	en-ud-train.conllu 11855	12	guarantee	true	true	true	4
train	1	6	en-ud-train.conllu 6776	53	upholster	true	true	true	4
train	8	6	en-ud-train.conllu 6776	53	upholster	true	true	true	4
train	14	6	en-ud-train.conllu 1448	3	provide	true	true	true	4
train	22	6	en-ud-train.conllu 1448	3	provide	true	true	true	4
train	1	6	en-ud-train.conllu 1454	25	intend	true	true	false	4
train	7	6	en-ud-train.conllu 1454	25	intend	true	true	true	4
train	10	6	en-ud-train.conllu 11880	2	begin	true	true	true	4
train	21	6	en-ud-train.conllu 11880	2	begin	true	true	true	4
train	1	6	en-ud-train.conllu 1473	5	advise	true	true	true	4
train	8	6	en-ud-train.conllu 1473	5	advise	true	true	true	4
train	7	6	en-ud-train.conllu 11907	3	refer	true	true	true	4
train	14	6	en-ud-train.conllu 11907	3	refer	true	true	true	4
train	7	6	en-ud-train.conllu 6780	4	want	true	true	true	4
train	16	6	en-ud-train.conllu 6780	4	want	true	true	true	3
train	14	6	en-ud-train.conllu 1485	9	conclude	true	true	true	4
train	16	6	en-ud-train.conllu 1485	9	conclude	true	true	true	4
train	1	6	en-ud-train.conllu 6780	57	know	true	true	false	1
train	14	6	en-ud-train.conllu 6780	57	know	true	false	na	na
train	16	6	en-ud-train.conllu 1503	1	accord	true	true	true	4
train	21	6	en-ud-train.conllu 1503	1	accord	false	true	na	na
train	5	6	en-ud-train.conllu 11932	2	say	true	true	true	3
train	16	6	en-ud-train.conllu 11932	2	say	true	true	true	4
train	1	6	en-ud-train.conllu 11937	10	want	true	true	true	4
train	16	6	en-ud-train.conllu 11937	10	want	true	true	true	2
train	7	6	en-ud-train.conllu 1509	14	relate	true	true	true	4
train	16	6	en-ud-train.conllu 1509	14	relate	true	true	true	4
train	1	6	en-ud-train.conllu 6780	130	remember	true	true	true	4
train	7	6	en-ud-train.conllu 6780	130	remember	false	true	na	na
train	1	6	en-ud-train.conllu 1518	4	emerge	true	true	true	4
train	16	6	en-ud-train.conllu 1518	4	emerge	true	true	true	3
train	1	6	en-ud-train.conllu 11951	2	think	true	true	true	4
train	14	6	en-ud-train.conllu 11951	2	think	true	true	true	4
train	1	6	en-ud-train.conllu 11955	2	know	true	true	true	4
train	14	6	en-ud-train.conllu 11955	2	know	true	true	true	4
train	1	6	en-ud-train.conllu 6784	67	provide	true	true	true	4
train	6	6	en-ud-train.conllu 6784	67	provide	true	false	na	na
train	5	6	en-ud-train.conllu 1524	3	send	true	true	true	4
train	7	6	en-ud-train.conllu 1524	3	send	true	true	true	4
train	1	6	en-ud-train.conllu 11972	10	bring	true	true	true	4
train	10	6	en-ud-train.conllu 11972	10	bring	true	true	true	4
train	1	6	en-ud-train.conllu 1550	12	describe	true	true	true	4
train	16	6	en-ud-train.conllu 1550	12	describe	true	true	true	4
train	1	6	en-ud-train.conllu 6792	25	repress	true	true	true	4
train	22	6	en-ud-train.conllu 6792	25	repress	true	true	true	2
train	5	6	en-ud-train.conllu 11982	4	ask	true	true	true	3
train	7	6	en-ud-train.conllu 11982	4	ask	true	true	true	4
train	1	6	en-ud-train.conllu 1555	2	symbolize	true	true	true	4
train	14	6	en-ud-train.conllu 1555	2	symbolize	true	true	true	4
train	1	6	en-ud-train.conllu 6796	46	give	true	true	true	4
train	20	6	en-ud-train.conllu 6796	46	give	true	true	true	4
train	7	6	en-ud-train.conllu 12000	2	run	true	true	true	4
train	14	6	en-ud-train.conllu 12000	2	run	true	true	true	4
train	7	6	en-ud-train.conllu 1575	16	know	true	true	false	4
train	14	6	en-ud-train.conllu 1575	16	know	false	true	na	na
train	1	6	en-ud-train.conllu 6804	3	marry	true	true	true	4
train	7	6	en-ud-train.conllu 6804	3	marry	true	true	true	4
train	1	6	en-ud-train.conllu 1642	5	compare	true	true	false	3
train	7	6	en-ud-train.conllu 1642	5	compare	true	true	false	4
train	7	6	en-ud-train.conllu 6808	3	say	true	true	true	4
train	21	6	en-ud-train.conllu 6808	3	say	true	true	true	4
train	7	6	en-ud-train.conllu 1697	2	care	true	true	false	4
train	14	6	en-ud-train.conllu 1697	2	care	true	true	true	4
train	6	6	en-ud-train.conllu 1740	4	seem	true	true	true	4
train	16	6	en-ud-train.conllu 1740	4	seem	true	true	true	4
train	1	6	en-ud-train.conllu 6821	2	recommend	true	true	true	4
train	16	6	en-ud-train.conllu 6821	2	recommend	true	true	true	4
train	1	6	en-ud-train.conllu 12019	8	ask	true	true	true	4
train	18	6	en-ud-train.conllu 12019	8	ask	true	true	true	4
train	14	6	en-ud-train.conllu 1783	12	know	true	true	true	4
train	16	6	en-ud-train.conllu 1783	12	know	true	true	true	4
train	7	6	en-ud-train.conllu 6834	22	claim	true	true	true	4
train	16	6	en-ud-train.conllu 6834	22	claim	true	true	true	4
train	1	6	en-ud-train.conllu 12031	2	live	true	true	true	4
train	7	6	en-ud-train.conllu 12031	2	live	true	true	true	4
train	8	6	en-ud-train.conllu 12041	50	bring	true	true	true	4
train	20	6	en-ud-train.conllu 12041	50	bring	true	true	true	3
train	1	6	en-ud-train.conllu 1815	25	dissolve	true	true	true	4
train	8	6	en-ud-train.conllu 1815	25	dissolve	true	true	true	4
train	14	6	en-ud-train.conllu 6850	5	issue	true	true	true	4
train	16	6	en-ud-train.conllu 6850	5	issue	true	true	true	4
train	1	6	en-ud-train.conllu 12052	3	tell	true	true	true	4
train	16	6	en-ud-train.conllu 12052	3	tell	true	true	true	4
train	7	6	en-ud-train.conllu 1864	5	purchase	true	true	true	4
train	10	6	en-ud-train.conllu 1864	5	purchase	true	true	true	4
train	14	6	en-ud-train.conllu 6857	8	report	true	true	true	4
train	21	6	en-ud-train.conllu 6857	8	report	true	true	true	4
train	8	6	en-ud-train.conllu 12055	39	know	true	true	false	2
train	14	6	en-ud-train.conllu 12055	39	know	true	true	true	4
train	1	6	en-ud-train.conllu 6872	5	state	true	true	true	4
train	18	6	en-ud-train.conllu 6872	5	state	true	true	true	4
train	8	6	en-ud-train.conllu 1875	5	number	true	true	true	2
train	1	6	en-ud-train.conllu 12073	2	suggest	true	true	true	4
train	12	6	en-ud-train.conllu 12073	2	suggest	false	true	na	na
train	1	6	en-ud-train.conllu 12080	3	know	true	true	true	4
train	7	6	en-ud-train.conllu 12080	3	know	true	true	true	4
train	7	6	en-ud-train.conllu 1923	4	think	true	true	true	4
train	8	6	en-ud-train.conllu 1923	4	think	true	true	true	4
train	7	6	en-ud-train.conllu 6910	3	hold	true	true	true	4
train	14	6	en-ud-train.conllu 6910	3	hold	true	true	true	4
train	1	6	en-ud-train.conllu 1956	2	refer	true	true	true	4
train	16	6	en-ud-train.conllu 1956	2	refer	true	true	true	4
train	6	6	en-ud-train.conllu 12102	15	have	true	true	true	4
train	8	6	en-ud-train.conllu 12102	15	have	true	true	true	4
train	1	6	en-ud-train.conllu 6931	26	put	true	true	true	4
train	10	6	en-ud-train.conllu 6931	26	put	true	true	true	4
train	10	6	en-ud-train.conllu 1971	11	bite	true	true	true	4
train	16	6	en-ud-train.conllu 1971	11	bite	true	true	false	4
train	1	6	en-ud-train.conllu 12112	6	add	true	true	true	4
train	16	6	en-ud-train.conllu 12112	6	add	true	true	true	4
train	7	6	en-ud-train.conllu 2010	8	continue	true	true	true	4
train	16	6	en-ud-train.conllu 2010	8	continue	true	true	true	2
train	7	6	en-ud-train.conllu 12132	2	check	true	true	true	4
train	8	6	en-ud-train.conllu 12132	2	check	true	true	true	4
train	1	6	en-ud-train.conllu 6959	24	run	true	true	false	2
train	8	6	en-ud-train.conllu 6959	24	run	true	true	true	4
train	7	6	en-ud-train.conllu 2027	2	tell	true	true	true	4
train	19	6	en-ud-train.conllu 2027	2	tell	true	true	true	3
train	7	6	en-ud-train.conllu 12136	10	know	true	true	true	4
train	21	6	en-ud-train.conllu 12136	10	know	true	true	true	4
train	18	6	en-ud-train.conllu 7191	2	have	true	true	true	4
train	20	6	en-ud-train.conllu 7191	2	have	false	false	na	na
train	5	6	en-ud-train.conllu 2039	2	think	true	true	true	3
train	21	6	en-ud-train.conllu 2039	2	think	true	true	true	3
train	1	6	en-ud-train.conllu 12155	24	leave	true	true	true	4
train	16	6	en-ud-train.conllu 12155	24	leave	true	true	true	4
train	8	6	en-ud-train.conllu 7214	19	enter	true	true	false	3
train	14	6	en-ud-train.conllu 7214	19	enter	true	true	false	4
train	8	6	en-ud-train.conllu 2103	2	say	true	true	true	4
train	22	6	en-ud-train.conllu 2103	2	say	true	true	true	4
train	7	6	en-ud-train.conllu 12170	5	seem	true	true	true	4
train	14	6	en-ud-train.conllu 12170	5	seem	true	true	true	4
train	1	6	en-ud-train.conllu 2118	4	know	true	true	true	4
train	7	6	en-ud-train.conllu 2118	4	know	true	true	true	4
train	7	6	en-ud-train.conllu 2133	4	notice	true	true	true	4
train	14	6	en-ud-train.conllu 2133	4	notice	true	true	true	4
train	14	6	en-ud-train.conllu 12183	6	own	true	true	true	4
train	16	6	en-ud-train.conllu 12183	6	own	true	true	true	4
train	1	6	en-ud-train.conllu 2168	9	intend	true	true	false	4
train	14	6	en-ud-train.conllu 2168	9	intend	true	true	true	1
train	20	6	en-ud-train.conllu 12184	40	turn	true	true	false	3
train	8	6	en-ud-train.conllu 12184	40	turn	true	true	false	3
train	7	6	en-ud-train.conllu 2175	15	miss	true	true	false	4
train	18	6	en-ud-train.conllu 2175	15	miss	true	true	false	3
train	16	6	en-ud-train.conllu 12195	4	throw	true	true	true	4
train	14	6	en-ud-train.conllu 12195	4	throw	true	true	true	4
train	16	6	en-ud-train.conllu 2226	12	pay	true	true	false	4
train	14	6	en-ud-train.conllu 2226	12	pay	true	true	false	4
train	1	6	en-ud-train.conllu 7249	13	stand	true	true	true	4
train	10	6	en-ud-train.conllu 7249	13	stand	true	true	true	4
train	14	6	en-ud-train.conllu 2247	1	attach	true	true	true	4
train	16	6	en-ud-train.conllu 2247	1	attach	true	true	true	4
train	10	6	en-ud-train.conllu 12219	14	replace	true	true	true	4
train	7	6	en-ud-train.conllu 12219	14	replace	true	true	false	4
train	10	6	en-ud-train.conllu 12225	2	tell	true	true	true	4
train	16	6	en-ud-train.conllu 12225	2	tell	true	true	true	4
train	8	6	en-ud-train.conllu 7270	14	type	true	false	na	na
train	20	6	en-ud-train.conllu 7270	14	type	true	false	na	na
train	21	6	en-ud-train.conllu 2267	1	attach	true	true	true	3
train	1	6	en-ud-train.conllu 2267	1	attach	true	true	true	4
train	8	6	en-ud-train.conllu 12227	12	tell	true	true	true	4
train	16	6	en-ud-train.conllu 12227	12	tell	true	true	true	4
