,Split,Annotator.ID,Display.Position,Sentence.ID,Pred.Token,Pred.Lemma,Is.Predicate,Is.Understandable,Happened,Confidence,keep
8480,train,18,7,en-ud-train.conllu 9995,34,provide,True,True,true,4,True
8481,train,21,7,en-ud-train.conllu 303,3,understand,True,True,true,4,True
8482,train,1,7,en-ud-train.conllu 303,3,understand,True,False,na,na,True
8483,train,16,7,en-ud-train.conllu 5153,26,say,True,True,true,4,True
8484,train,1,7,en-ud-train.conllu 5153,26,say,True,True,true,4,True
8485,test,14,7,en-ud-test.conllu 36,16,take,True,True,true,4,True
8486,test,18,7,en-ud-test.conllu 36,16,take,True,True,true,4,True
8487,train,7,7,en-ud-train.conllu 5156,18,flow,True,True,true,4,True
8488,train,22,7,en-ud-train.conllu 5156,18,flow,True,True,true,4,True
8489,train,8,7,en-ud-train.conllu 10022,40,do,True,True,false,1,True
8490,train,1,7,en-ud-train.conllu 10022,40,do,True,True,true,2,True
8491,test,16,7,en-ud-test.conllu 48,7,imply,True,True,true,3,True
8492,test,17,7,en-ud-test.conllu 48,7,imply,True,True,true,3,True
8493,train,18,7,en-ud-train.conllu 319,9,emerge,True,True,true,4,True
8494,train,14,7,en-ud-train.conllu 319,9,emerge,True,False,na,na,True
8495,train,16,7,en-ud-train.conllu 10034,9,have,True,True,true,4,True
8496,train,8,7,en-ud-train.conllu 10034,9,have,True,True,true,4,True
8497,train,14,7,en-ud-train.conllu 342,9,send,True,True,true,4,True
8498,train,16,7,en-ud-train.conllu 342,9,send,True,True,true,4,True
8499,train,14,7,en-ud-train.conllu 10079,2,love,True,True,true,4,True
8500,train,1,7,en-ud-train.conllu 10079,2,love,True,True,true,4,True
8501,test,8,7,en-ud-test.conllu 54,2,file,True,True,true,4,True
8502,test,1,7,en-ud-test.conllu 54,2,file,True,True,true,4,True
8503,train,14,7,en-ud-train.conllu 5160,14,let,True,True,false,4,True
8504,train,20,7,en-ud-train.conllu 5160,14,let,True,True,false,2,True
8505,test,7,7,en-ud-test.conllu 57,2,file,True,True,true,4,True
8506,test,14,7,en-ud-test.conllu 57,2,file,True,True,true,4,True
8507,train,16,7,en-ud-train.conllu 366,10,earn,True,True,true,4,True
8508,train,10,7,en-ud-train.conllu 366,10,earn,True,True,true,4,True
8509,train,7,7,en-ud-train.conllu 5164,18,find,True,True,false,4,True
8510,train,14,7,en-ud-train.conllu 5164,18,find,True,True,false,4,True
8511,test,8,7,en-ud-test.conllu 74,21,justify,True,True,false,4,True
8512,test,1,7,en-ud-test.conllu 74,21,justify,True,True,false,1,True
8513,train,1,7,en-ud-train.conllu 372,18,show,True,True,true,4,True
8514,train,16,7,en-ud-train.conllu 372,18,show,True,True,true,4,True
8515,train,7,7,en-ud-train.conllu 10105,11,laugh,True,True,true,4,True
8516,train,21,7,en-ud-train.conllu 10105,11,laugh,True,True,true,4,True
8517,train,9,7,en-ud-train.conllu 5175,30,lose,False,True,na,na,True
8518,train,14,7,en-ud-train.conllu 5175,30,lose,False,True,na,na,True
8519,test,1,7,en-ud-test.conllu 104,39,consider,True,True,false,4,True
8520,test,10,7,en-ud-test.conllu 104,39,consider,True,True,true,3,True
8521,train,22,7,en-ud-train.conllu 10138,2,remove,True,True,true,4,True
8522,train,10,7,en-ud-train.conllu 10138,2,remove,True,True,true,4,True
8523,train,16,7,en-ud-train.conllu 377,8,say,True,True,true,4,True
8524,train,20,7,en-ud-train.conllu 377,8,say,False,True,na,na,True
8525,test,8,7,en-ud-test.conllu 108,35,refrain,True,True,false,3,True
8526,test,7,7,en-ud-test.conllu 108,35,refrain,True,True,false,4,True
8527,train,18,7,en-ud-train.conllu 5302,2,have,True,True,true,4,True
8528,train,1,7,en-ud-train.conllu 5302,2,have,True,True,true,4,True
8529,train,22,7,en-ud-train.conllu 390,8,stand,True,True,true,4,True
8530,train,14,7,en-ud-train.conllu 390,8,stand,True,True,true,4,True
8531,train,8,7,en-ud-train.conllu 10157,18,source,True,True,true,4,True
8532,train,14,7,en-ud-train.conllu 10157,18,source,True,True,true,4,True
8533,train,8,7,en-ud-train.conllu 5375,27,madea,True,True,true,4,True
8534,train,1,7,en-ud-train.conllu 5375,27,madea,True,True,true,4,True
8535,test,8,7,en-ud-test.conllu 116,19,associate,True,True,true,4,True
8536,test,1,7,en-ud-test.conllu 116,19,associate,True,True,false,4,True
8537,train,1,7,en-ud-train.conllu 397,31,do,True,True,true,3,True
8538,train,10,7,en-ud-train.conllu 397,31,do,True,True,true,4,True
8539,train,8,7,en-ud-train.conllu 10176,22,water,True,True,true,4,True
8540,train,22,7,en-ud-train.conllu 10176,22,water,True,True,true,4,True
8541,test,7,7,en-ud-test.conllu 171,26,wear,True,True,true,4,True
8542,test,5,7,en-ud-test.conllu 171,26,wear,True,True,true,3,True
8543,train,7,7,en-ud-train.conllu 5443,9,call,True,True,true,4,True
8544,train,5,7,en-ud-train.conllu 5443,9,call,True,True,true,3,True
8545,train,14,7,en-ud-train.conllu 415,20,back,True,True,true,4,True
8546,train,5,7,en-ud-train.conllu 415,20,back,True,True,true,3,True
8547,train,16,7,en-ud-train.conllu 5482,11,have,True,True,true,2,True
8548,train,1,7,en-ud-train.conllu 5482,11,have,True,True,true,4,True
8549,train,16,7,en-ud-train.conllu 10221,10,do,True,True,true,4,True
8550,train,1,7,en-ud-train.conllu 10221,10,do,True,True,true,3,True
8551,train,8,7,en-ud-train.conllu 432,15,force,True,True,true,4,True
8552,train,1,7,en-ud-train.conllu 432,15,force,True,True,true,4,True
8553,train,7,7,en-ud-train.conllu 10250,14,use,True,True,true,4,True
8554,train,1,7,en-ud-train.conllu 10250,14,use,True,True,true,4,True
8555,train,7,7,en-ud-train.conllu 5538,39,maul,True,True,true,4,True
8556,train,21,7,en-ud-train.conllu 5538,39,maul,True,True,true,4,True
8557,test,8,7,en-ud-test.conllu 198,9,listen,True,True,false,4,True
8558,test,16,7,en-ud-test.conllu 198,9,listen,True,True,true,2,True
8559,train,22,7,en-ud-train.conllu 10287,2,call,True,True,true,4,True
8560,train,1,7,en-ud-train.conllu 10287,2,call,True,True,true,4,True
8561,train,6,7,en-ud-train.conllu 440,3,contend,True,True,true,4,True
8562,train,1,7,en-ud-train.conllu 440,3,contend,True,True,true,4,True
8563,test,6,7,en-ud-test.conllu 213,5,try,True,True,true,4,True
8564,test,14,7,en-ud-test.conllu 213,5,try,True,True,true,4,True
8565,train,6,7,en-ud-train.conllu 10308,4,try,True,True,false,4,True
8566,train,1,7,en-ud-train.conllu 10308,4,try,True,True,false,2,True
8567,train,7,7,en-ud-train.conllu 454,34,belong,True,True,true,4,True
8568,train,16,7,en-ud-train.conllu 454,34,belong,True,True,true,4,True
8569,train,1,7,en-ud-train.conllu 5544,19,say,True,True,true,4,True
8570,train,20,7,en-ud-train.conllu 5544,19,say,True,True,true,2,True
8571,train,22,7,en-ud-train.conllu 5551,8,give,True,True,true,4,True
8572,train,14,7,en-ud-train.conllu 5551,8,give,True,True,false,4,True
8573,train,14,7,en-ud-train.conllu 10338,6,work,True,True,true,4,True
8574,train,18,7,en-ud-train.conllu 10338,6,work,True,True,true,4,True
8575,train,21,7,en-ud-train.conllu 480,26,exploit,True,True,true,4,True
8576,train,14,7,en-ud-train.conllu 480,26,exploit,True,True,true,2,True
8577,test,7,7,en-ud-test.conllu 254,2,want,True,True,true,4,True
8578,test,16,7,en-ud-test.conllu 254,2,want,True,True,true,3,True
8579,train,16,7,en-ud-train.conllu 5561,18,save,True,True,true,2,True
8580,train,14,7,en-ud-train.conllu 5561,18,save,True,True,true,4,True
8581,train,7,7,en-ud-train.conllu 494,16,allege,True,True,true,4,True
8582,train,18,7,en-ud-train.conllu 494,16,allege,True,True,true,4,True
8583,train,16,7,en-ud-train.conllu 502,2,need,True,True,true,4,True
8584,train,1,7,en-ud-train.conllu 502,2,need,True,True,true,4,True
8585,test,14,7,en-ud-test.conllu 295,17,call,True,True,true,4,True
8586,test,21,7,en-ud-test.conllu 295,17,call,True,True,true,4,True
8587,train,20,7,en-ud-train.conllu 10352,5,help,True,True,true,1,True
8588,train,1,7,en-ud-train.conllu 10352,5,help,True,True,false,2,True
8589,train,7,7,en-ud-train.conllu 508,15,work,True,True,false,1,True
8590,train,1,7,en-ud-train.conllu 508,15,work,True,True,true,4,True
8591,train,8,7,en-ud-train.conllu 5589,6,want,True,True,true,4,True
8592,train,1,7,en-ud-train.conllu 5589,6,want,True,True,true,4,True
8593,test,1,7,en-ud-test.conllu 329,5,get,True,True,false,3,True
8594,test,10,7,en-ud-test.conllu 329,5,get,True,True,true,4,True
8595,train,1,7,en-ud-train.conllu 519,9,have,True,True,true,4,True
8596,train,7,7,en-ud-train.conllu 519,9,have,True,True,true,2,True
8597,train,6,7,en-ud-train.conllu 5601,19,give,True,True,false,4,True
8598,train,1,7,en-ud-train.conllu 5601,19,give,True,True,true,2,True
8599,test,7,7,en-ud-test.conllu 405,18,conrfirm,False,True,na,na,True
8600,test,8,7,en-ud-test.conllu 405,18,conrfirm,True,True,true,4,True
8601,train,14,7,en-ud-train.conllu 526,15,mention,True,True,true,4,True
8602,train,1,7,en-ud-train.conllu 526,15,mention,True,True,true,4,True
8603,test,16,7,en-ud-test.conllu 436,2,understand,True,True,true,4,True
8604,test,8,7,en-ud-test.conllu 436,2,understand,True,True,true,4,True
8605,train,6,7,en-ud-train.conllu 5613,2,represent,True,True,true,4,True
8606,train,22,7,en-ud-train.conllu 5613,2,represent,True,True,true,4,True
8607,train,8,7,en-ud-train.conllu 5635,2,have,True,True,true,4,True
8608,train,9,7,en-ud-train.conllu 5635,2,have,True,True,true,4,True
8609,train,7,7,en-ud-train.conllu 10368,2,fix,True,True,true,4,True
8610,train,14,7,en-ud-train.conllu 10368,2,fix,True,True,true,4,True
8611,train,7,7,en-ud-train.conllu 566,3,flock,True,True,true,4,True
8612,train,8,7,en-ud-train.conllu 566,3,flock,True,True,true,4,True
8613,test,9,7,en-ud-test.conllu 472,2,hope,True,True,true,4,True
8614,test,8,7,en-ud-test.conllu 472,2,hope,True,True,true,4,True
8615,train,6,7,en-ud-train.conllu 575,36,use,True,True,true,4,True
8616,train,8,7,en-ud-train.conllu 575,36,use,True,True,true,4,True
8617,train,7,7,en-ud-train.conllu 5654,9,ask,True,True,true,4,True
8618,train,14,7,en-ud-train.conllu 5654,9,ask,True,True,true,4,True
8619,train,14,7,en-ud-train.conllu 10393,9,picture,True,True,true,4,True
8620,train,12,7,en-ud-train.conllu 10393,9,picture,True,True,true,3,True
8621,test,6,7,en-ud-test.conllu 520,2,want,True,True,true,4,True
8622,test,1,7,en-ud-test.conllu 520,2,want,True,True,true,4,True
8623,train,7,7,en-ud-train.conllu 10430,2,have,True,True,true,4,True
8624,train,14,7,en-ud-train.conllu 10430,2,have,True,True,true,4,True
8625,train,12,7,en-ud-train.conllu 5696,6,have,True,False,na,na,True
8626,train,18,7,en-ud-train.conllu 5696,6,have,True,True,true,4,True
8627,test,16,7,en-ud-test.conllu 559,8,reduce,True,True,true,3,True
8628,test,5,7,en-ud-test.conllu 559,8,reduce,True,True,true,2,True
8629,train,14,7,en-ud-train.conllu 5727,2,come,True,True,true,4,True
8630,train,16,7,en-ud-train.conllu 5727,2,come,True,True,true,4,True
8631,train,7,7,en-ud-train.conllu 10452,4,have,True,True,true,4,True
8632,train,16,7,en-ud-train.conllu 10452,4,have,True,True,true,4,True
8633,train,7,7,en-ud-train.conllu 581,11,get,True,True,false,2,True
8634,train,18,7,en-ud-train.conllu 581,11,get,True,True,true,4,True
8635,test,14,7,en-ud-test.conllu 569,2,say,True,True,true,4,True
8636,test,7,7,en-ud-test.conllu 569,2,say,True,True,true,4,True
8637,train,1,7,en-ud-train.conllu 594,31,find,True,True,true,4,True
8638,train,21,7,en-ud-train.conllu 594,31,find,True,True,true,4,True
8639,train,7,7,en-ud-train.conllu 5730,24,seek,True,True,true,4,True
8640,train,21,7,en-ud-train.conllu 5730,24,seek,True,True,true,4,True
8641,train,14,7,en-ud-train.conllu 10473,3,love,True,True,true,4,True
8642,train,18,7,en-ud-train.conllu 10473,3,love,True,True,true,4,True
8643,test,7,7,en-ud-test.conllu 570,46,know,True,True,false,4,True
8644,test,14,7,en-ud-test.conllu 570,46,know,True,True,true,3,True
8645,train,8,7,en-ud-train.conllu 599,23,leave,True,True,true,4,True
8646,train,1,7,en-ud-train.conllu 599,23,leave,True,True,true,4,True
8647,train,6,7,en-ud-train.conllu 10500,3,have,True,True,true,4,True
8648,train,1,7,en-ud-train.conllu 10500,3,have,True,True,true,4,True
8649,test,22,7,en-ud-test.conllu 630,1,attach,True,True,true,4,True
8650,test,6,7,en-ud-test.conllu 630,1,attach,True,True,true,4,True
8651,train,1,7,en-ud-train.conllu 618,28,transport,True,True,true,2,True
8652,train,18,7,en-ud-train.conllu 618,28,transport,True,True,true,2,True
8653,test,7,7,en-ud-test.conllu 648,3,work,True,True,true,4,True
8654,test,21,7,en-ud-test.conllu 648,3,work,True,True,true,3,True
8655,train,7,7,en-ud-train.conllu 630,12,base,True,True,true,4,True
8656,train,1,7,en-ud-train.conllu 630,12,base,True,True,true,4,True
8657,train,7,7,en-ud-train.conllu 10522,4,ask,True,True,true,4,True
8658,train,1,7,en-ud-train.conllu 10522,4,ask,True,True,true,4,True
8659,test,1,7,en-ud-test.conllu 730,7,discuss,True,True,true,4,True
8660,test,14,7,en-ud-test.conllu 730,7,discuss,True,True,true,4,True
8661,test,14,7,en-ud-test.conllu 759,5,make,True,True,false,4,True
8662,test,1,7,en-ud-test.conllu 759,5,make,True,True,false,4,True
8663,train,1,7,en-ud-train.conllu 10542,22,use,True,True,true,4,True
8664,train,16,7,en-ud-train.conllu 10542,22,use,True,True,true,4,True
8665,test,14,7,en-ud-test.conllu 856,20,leave,True,True,true,4,True
8666,test,1,7,en-ud-test.conllu 856,20,leave,True,True,true,4,True
8667,train,7,7,en-ud-train.conllu 10572,5,believe,True,True,true,4,True
8668,train,1,7,en-ud-train.conllu 10572,5,believe,True,True,true,4,True
8669,train,14,7,en-ud-train.conllu 10602,2,find,True,False,na,na,True
8670,test,1,7,en-ud-test.conllu 874,10,arrest,True,True,true,4,True
8671,test,15,7,en-ud-test.conllu 874,10,arrest,True,True,true,4,True
8672,train,7,7,en-ud-train.conllu 5739,51,demonstrate,True,True,true,4,True
8673,train,1,7,en-ud-train.conllu 5739,51,demonstrate,True,True,true,4,True
8674,train,21,7,en-ud-train.conllu 5756,5,fear,True,True,true,3,True
8675,train,1,7,en-ud-train.conllu 5756,5,fear,True,True,true,4,True
8676,train,6,7,en-ud-train.conllu 10614,2,know,True,True,true,4,True
8677,train,10,7,en-ud-train.conllu 10614,2,know,True,True,true,4,True
8678,test,20,7,en-ud-test.conllu 878,2,like,True,True,true,1,True
8679,test,10,7,en-ud-test.conllu 878,2,like,True,True,true,4,True
8680,train,16,7,en-ud-train.conllu 10625,16,acquire,True,True,true,4,True
8681,train,1,7,en-ud-train.conllu 10625,16,acquire,True,True,true,4,True
8682,train,7,7,en-ud-train.conllu 5762,16,say,True,True,true,4,True
8683,train,18,7,en-ud-train.conllu 5762,16,say,True,True,true,4,True
8684,test,7,7,en-ud-test.conllu 904,10,think,True,True,true,4,True
8685,test,1,7,en-ud-test.conllu 904,10,think,True,True,true,4,True
8686,train,7,7,en-ud-train.conllu 10641,16,feel,True,True,true,4,True
8687,train,1,7,en-ud-train.conllu 10641,16,feel,True,True,true,4,True
8688,train,16,7,en-ud-train.conllu 5775,2,warn,True,True,true,4,True
8689,train,1,7,en-ud-train.conllu 5775,2,warn,True,True,true,4,True
8690,test,16,7,en-ud-test.conllu 932,6,want,True,True,true,4,True
8691,test,21,7,en-ud-test.conllu 932,6,want,True,True,true,4,True
8692,train,14,7,en-ud-train.conllu 10654,11,agree,True,True,true,4,True
8693,train,1,7,en-ud-train.conllu 10654,11,agree,True,True,true,4,True
8694,train,1,7,en-ud-train.conllu 5778,9,say,True,True,true,4,True
8695,train,10,7,en-ud-train.conllu 5778,9,say,True,True,true,4,True
8696,test,16,7,en-ud-test.conllu 963,4,select,True,True,true,4,True
8697,test,7,7,en-ud-test.conllu 963,4,select,True,True,true,4,True
8698,train,7,7,en-ud-train.conllu 10669,2,make,True,True,true,4,True
8699,train,8,7,en-ud-train.conllu 10669,2,make,True,True,true,4,True
8700,train,7,7,en-ud-train.conllu 5794,8,spend,True,True,false,4,True
8701,train,10,7,en-ud-train.conllu 5794,8,spend,True,True,true,4,True
8702,test,6,7,en-ud-test.conllu 1002,3,raise,True,True,true,4,True
8703,test,7,7,en-ud-test.conllu 1002,3,raise,True,True,true,4,True
8704,train,21,7,en-ud-train.conllu 10691,24,go,True,True,false,3,True
8705,train,14,7,en-ud-train.conllu 10691,24,go,True,True,false,4,True
8706,train,16,7,en-ud-train.conllu 5825,19,request,True,True,true,4,True
8707,train,14,7,en-ud-train.conllu 5825,19,request,False,True,na,na,True
8708,train,7,7,en-ud-train.conllu 639,3,feel,True,False,na,na,True
8709,train,14,7,en-ud-train.conllu 639,3,feel,True,True,true,4,True
8710,train,1,7,en-ud-train.conllu 5834,4,fund,False,True,na,na,True
8711,train,14,7,en-ud-train.conllu 5834,4,fund,False,True,na,na,True
8712,test,14,7,en-ud-test.conllu 1018,4,include,True,True,true,4,True
8713,test,1,7,en-ud-test.conllu 1018,4,include,True,True,true,4,True
8714,train,8,7,en-ud-train.conllu 10713,6,have,True,True,true,4,True
8715,train,1,7,en-ud-train.conllu 10713,6,have,True,True,true,4,True
8716,train,7,7,en-ud-train.conllu 650,6,brief,True,True,true,3,True
8717,train,18,7,en-ud-train.conllu 650,6,brief,True,True,true,4,True
8718,train,21,7,en-ud-train.conllu 5859,2,find,True,True,true,4,True
8719,train,1,7,en-ud-train.conllu 5859,2,find,True,True,true,4,True
8720,test,14,7,en-ud-test.conllu 1023,24,move,True,True,true,4,True
8721,test,1,7,en-ud-test.conllu 1023,24,move,True,True,true,4,True
8722,train,16,7,en-ud-train.conllu 5880,13,list,True,True,true,4,True
8723,train,1,7,en-ud-train.conllu 5880,13,list,True,True,true,4,True
8724,test,1,7,en-ud-test.conllu 1036,4,plan,True,True,true,2,True
8725,test,10,7,en-ud-test.conllu 1036,4,plan,True,True,true,4,True
8726,train,14,7,en-ud-train.conllu 10743,3,have,True,True,true,4,True
8727,train,7,7,en-ud-train.conllu 10743,3,have,True,True,true,4,True
8728,train,7,7,en-ud-train.conllu 5910,6,know,True,True,true,4,True
8729,train,16,7,en-ud-train.conllu 5910,6,know,True,True,true,4,True
8730,test,1,7,en-ud-test.conllu 1074,4,provide,True,True,true,4,True
8731,test,10,7,en-ud-test.conllu 1074,4,provide,True,True,true,4,True
8732,train,23,7,en-ud-train.conllu 10761,4,operate,False,True,na,na,True
8733,train,10,7,en-ud-train.conllu 10761,4,operate,True,True,true,4,True
8734,test,14,7,en-ud-test.conllu 1160,8,pick,True,True,true,4,True
8735,test,16,7,en-ud-test.conllu 1160,8,pick,True,True,true,4,True
8736,train,16,7,en-ud-train.conllu 5930,5,threaten,True,True,true,4,True
8737,train,10,7,en-ud-train.conllu 5930,5,threaten,True,True,true,4,True
8738,train,6,7,en-ud-train.conllu 10798,4,run,True,True,false,4,True
8739,train,7,7,en-ud-train.conllu 10798,4,run,True,True,true,2,True
8740,test,7,7,en-ud-test.conllu 1241,2,need,True,True,true,4,True
8741,test,1,7,en-ud-test.conllu 1241,2,need,True,True,true,4,True
8742,train,16,7,en-ud-train.conllu 5947,3,think,True,True,true,4,True
8743,train,13,7,en-ud-train.conllu 5947,3,think,True,True,false,4,True
8744,train,8,7,en-ud-train.conllu 10819,11,leak,True,True,true,4,True
8745,train,7,7,en-ud-train.conllu 10819,11,leak,True,True,true,4,True
8746,test,16,7,en-ud-test.conllu 1316,2,have,True,True,true,4,True
8747,test,7,7,en-ud-test.conllu 1316,2,have,True,True,true,4,True
8748,train,8,7,en-ud-train.conllu 657,14,say,True,True,false,4,True
8749,train,1,7,en-ud-train.conllu 657,14,say,True,True,false,1,True
8750,train,1,7,en-ud-train.conllu 5950,22,plummet,True,True,false,4,True
8751,train,16,7,en-ud-train.conllu 5950,22,plummet,True,True,false,4,True
8752,train,8,7,en-ud-train.conllu 10845,2,rock,True,True,true,4,True
8753,train,14,7,en-ud-train.conllu 10845,2,rock,True,True,true,4,True
8754,train,1,7,en-ud-train.conllu 663,7,remain,True,True,true,4,True
8755,train,7,7,en-ud-train.conllu 663,7,remain,True,True,true,4,True
8756,train,5,7,en-ud-train.conllu 10900,16,get,True,True,true,2,True
8757,train,18,7,en-ud-train.conllu 10900,16,get,True,True,true,2,True
8758,train,8,7,en-ud-train.conllu 5960,4,do,True,True,true,3,True
8759,train,14,7,en-ud-train.conllu 5960,4,do,True,True,true,4,True
8760,test,10,7,en-ud-test.conllu 1352,2,assume,True,True,true,4,True
8761,test,14,7,en-ud-test.conllu 1352,2,assume,True,True,true,4,True
8762,train,8,7,en-ud-train.conllu 680,12,use,True,True,false,3,True
8763,train,16,7,en-ud-train.conllu 680,12,use,True,True,false,4,True
8764,train,1,7,en-ud-train.conllu 10913,28,move,True,True,false,2,True
8765,train,10,7,en-ud-train.conllu 10913,28,move,True,True,true,4,True
8766,train,12,7,en-ud-train.conllu 5991,19,merge,True,True,true,3,True
8767,train,14,7,en-ud-train.conllu 5991,19,merge,True,True,true,4,True
8768,train,8,7,en-ud-train.conllu 10932,15,want,True,True,false,4,True
8769,train,18,7,en-ud-train.conllu 10932,15,want,True,True,true,4,True
8770,train,1,7,en-ud-train.conllu 683,39,strike,True,True,true,4,True
8771,train,16,7,en-ud-train.conllu 683,39,strike,True,True,false,4,True
8772,train,1,7,en-ud-train.conllu 10955,2,take,True,True,true,4,True
8773,train,14,7,en-ud-train.conllu 10955,2,take,True,True,true,4,True
8774,train,5,7,en-ud-train.conllu 6028,2,present,True,True,true,3,True
8775,train,7,7,en-ud-train.conllu 6028,2,present,True,True,true,4,True
8776,train,14,7,en-ud-train.conllu 10990,10,know,True,True,true,4,True
8777,train,20,7,en-ud-train.conllu 10990,10,know,True,True,true,2,True
8778,test,8,7,en-ud-test.conllu 1399,10,sound,True,True,false,2,True
8779,test,9,7,en-ud-test.conllu 1399,10,sound,True,True,true,3,True
8780,train,1,7,en-ud-train.conllu 692,29,deal,True,True,false,4,True
8781,train,21,7,en-ud-train.conllu 692,29,deal,True,True,false,4,True
8782,train,7,7,en-ud-train.conllu 11038,7,go,True,True,true,4,True
8783,train,16,7,en-ud-train.conllu 11038,7,go,True,True,true,4,True
8784,train,7,7,en-ud-train.conllu 6029,20,reintroduce,True,True,true,4,True
8785,train,8,7,en-ud-train.conllu 6029,20,reintroduce,True,True,true,4,True
8786,train,7,7,en-ud-train.conllu 698,25,say,True,True,true,4,True
8787,train,16,7,en-ud-train.conllu 698,25,say,True,True,true,4,True
8788,test,1,7,en-ud-test.conllu 1423,2,have,True,True,true,4,True
8789,test,16,7,en-ud-test.conllu 1423,2,have,True,True,true,4,True
8790,train,8,7,en-ud-train.conllu 11045,16,fill,True,True,true,4,True
8791,train,14,7,en-ud-train.conllu 11045,16,fill,True,True,true,4,True
8792,train,14,7,en-ud-train.conllu 6054,12,deny,True,True,true,4,True
8793,train,16,7,en-ud-train.conllu 6054,12,deny,True,True,true,4,True
8794,train,7,7,en-ud-train.conllu 721,15,slack,True,True,false,4,True
8795,train,14,7,en-ud-train.conllu 721,15,slack,True,True,true,4,True
8796,train,8,7,en-ud-train.conllu 6056,33,form,True,True,false,2,True
8797,train,21,7,en-ud-train.conllu 6056,33,form,True,True,false,3,True
8798,test,14,7,en-ud-test.conllu 1446,9,start,True,True,true,4,True
8799,test,21,7,en-ud-test.conllu 1446,9,start,True,True,true,4,True
8800,train,7,7,en-ud-train.conllu 11072,5,do,True,True,false,4,True
8801,train,14,7,en-ud-train.conllu 11072,5,do,True,True,false,2,True
8802,train,1,7,en-ud-train.conllu 735,22,absent,True,True,true,4,True
8803,train,7,7,en-ud-train.conllu 735,22,absent,True,True,true,4,True
8804,train,8,7,en-ud-train.conllu 6060,2,affirm,True,True,true,4,True
8805,train,16,7,en-ud-train.conllu 6060,2,affirm,True,True,true,4,True
8806,train,7,7,en-ud-train.conllu 11099,17,couple,True,True,true,4,True
8807,train,20,7,en-ud-train.conllu 11099,17,couple,True,True,true,2,True
8808,train,1,7,en-ud-train.conllu 741,25,serve,True,True,true,4,True
8809,train,10,7,en-ud-train.conllu 741,25,serve,True,True,true,4,True
8810,test,1,7,en-ud-test.conllu 1476,18,leave,True,True,true,4,True
8811,test,8,7,en-ud-test.conllu 1476,18,leave,True,True,true,4,True
8812,train,8,7,en-ud-train.conllu 6077,9,include,True,True,true,4,True
8813,train,16,7,en-ud-train.conllu 6077,9,include,True,True,true,4,True
8814,train,14,7,en-ud-train.conllu 764,8,understand,True,True,true,4,True
8815,train,16,7,en-ud-train.conllu 764,8,understand,True,True,true,4,True
8816,train,1,7,en-ud-train.conllu 6095,27,hold,True,True,false,4,True
8817,train,10,7,en-ud-train.conllu 6095,27,hold,True,True,false,4,True
8818,train,1,7,en-ud-train.conllu 11111,10,match,True,True,false,4,True
8819,train,7,7,en-ud-train.conllu 11111,10,match,True,True,false,4,True
8820,test,16,7,en-ud-test.conllu 1511,11,use,True,True,true,4,True
8821,test,20,7,en-ud-test.conllu 1511,11,use,True,True,true,3,True
8822,train,1,7,en-ud-train.conllu 781,32,grumble,True,True,true,4,True
8823,train,16,7,en-ud-train.conllu 781,32,grumble,True,True,true,3,True
8824,train,8,7,en-ud-train.conllu 6096,79,regulate,True,True,true,4,True
8825,train,16,7,en-ud-train.conllu 6096,79,regulate,True,True,true,4,True
8826,test,1,7,en-ud-test.conllu 1606,12,need,True,True,true,2,True
8827,test,16,7,en-ud-test.conllu 1606,12,need,True,True,true,2,True
8828,train,7,7,en-ud-train.conllu 810,6,go,True,True,false,1,True
8829,train,18,7,en-ud-train.conllu 810,6,go,True,True,false,2,True
8830,train,7,7,en-ud-train.conllu 11119,11,say,True,True,true,4,True
8831,train,18,7,en-ud-train.conllu 11119,11,say,True,True,true,4,True
8832,train,1,7,en-ud-train.conllu 11137,22,enrol,True,True,true,4,True
8833,train,8,7,en-ud-train.conllu 11137,22,enrol,True,True,true,4,True
8834,test,8,7,en-ud-test.conllu 1678,2,appreciate,True,True,true,4,True
8835,test,16,7,en-ud-test.conllu 1678,2,appreciate,True,True,true,4,True
8836,train,7,7,en-ud-train.conllu 6119,24,mesh,True,True,false,2,True
8837,train,8,7,en-ud-train.conllu 6119,24,mesh,True,True,false,4,True
8838,train,1,7,en-ud-train.conllu 817,16,take,True,True,true,2,True
8839,train,10,7,en-ud-train.conllu 817,16,take,True,True,true,4,True
8840,test,6,7,en-ud-test.conllu 1717,6,do,True,True,true,4,True
8841,test,7,7,en-ud-test.conllu 1717,6,do,True,True,true,4,True
8842,train,7,7,en-ud-train.conllu 11147,8,continue,True,True,true,4,True
8843,train,16,7,en-ud-train.conllu 11147,8,continue,True,True,true,4,True
8844,train,6,7,en-ud-train.conllu 6136,3,believe,True,True,true,4,True
8845,train,21,7,en-ud-train.conllu 6136,3,believe,True,True,true,3,True
8846,train,7,7,en-ud-train.conllu 832,3,occur,True,True,true,4,True
8847,train,16,7,en-ud-train.conllu 832,3,occur,True,True,true,4,True
8848,test,1,7,en-ud-test.conllu 1760,9,come,True,True,true,4,True
8849,test,7,7,en-ud-test.conllu 1760,9,come,True,True,true,4,True
8850,train,1,7,en-ud-train.conllu 11169,43,gon,True,True,false,3,True
8851,train,10,7,en-ud-train.conllu 11169,43,gon,True,True,true,2,True
8852,train,6,7,en-ud-train.conllu 11198,2,use,True,True,true,4,True
8853,train,8,7,en-ud-train.conllu 11198,2,use,True,True,true,4,True
