Split	Annotator.ID	Display.Position	Sentence.ID	Pred.Token	Pred.Lemma	Is.Predicate	Is.Understandable	Happened	Confidence	Keep
train	38	5	en-ud-train.conllu 7073	5	allocate	True	True	true	3	True
train	41	5	en-ud-train.conllu 7073	5	allocate	True	True	true	3	True
train	41	5	en-ud-train.conllu 1110	3	regard	True	True	true	2	True
train	26	5	en-ud-train.conllu 1110	3	regard	True	True	true	4	True
train	44	5	en-ud-train.conllu 224	6	collapse	True	True	true	4	True
train	41	5	en-ud-train.conllu 224	6	collapse	True	True	true	2	True
train	38	5	en-ud-train.conllu 5530	14	request	True	True	false	3	True
train	44	5	en-ud-train.conllu 5530	14	request	True	True	true	2	True
test	41	5	en-ud-test.conllu 675	26	discuss	True	True	true	3	True
test	26	5	en-ud-test.conllu 675	26	discuss	True	True	true	4	True
train	26	5	en-ud-train.conllu 1636	7	regard	True	True	true	4	True
train	41	5	en-ud-train.conllu 1636	7	regard	True	True	true	2	True
train	41	5	en-ud-train.conllu 9540	15	judge	True	True	true	1	True
train	25	5	en-ud-train.conllu 9540	15	judge	True	True	true	2	True
train	34	5	en-ud-train.conllu 3915	14	do	True	True	true	3	False
train	41	5	en-ud-train.conllu 3915	14	do	True	True	false	2	True
test	26	5	en-ud-test.conllu 623	9	close	True	True	false	4	True
test	41	5	en-ud-test.conllu 623	9	close	True	True	false	2	True
train	41	5	en-ud-train.conllu 1600	7	need	True	True	true	2	True
train	26	5	en-ud-train.conllu 1600	7	need	True	True	true	4	True
train	41	5	en-ud-train.conllu 9511	10	save	True	True	false	2	True
train	26	5	en-ud-train.conllu 9511	10	save	True	True	false	4	True
train	41	5	en-ud-train.conllu 6044	2	become	True	True	true	2	True
train	34	5	en-ud-train.conllu 6044	2	become	True	True	false	4	False
train	30	5	en-ud-train.conllu 6344	7	mean	True	True	true	1	True
train	41	5	en-ud-train.conllu 6344	7	mean	True	True	true	2	True
train	41	5	en-ud-train.conllu 12142	11	new	True	True	true	3	True
train	46	5	en-ud-train.conllu 12142	11	new	False	True	na	na	True
train	39	5	en-ud-train.conllu 12192	12	pick	True	True	false	2	True
train	41	5	en-ud-train.conllu 12192	12	pick	True	True	true	2	True
train	41	5	en-ud-train.conllu 2308	7	make	True	True	false	2	True
train	46	5	en-ud-train.conllu 2308	7	make	True	True	false	4	True
train	30	5	en-ud-train.conllu 4956	16	think	True	True	true	2	True
train	41	5	en-ud-train.conllu 4956	16	think	True	True	true	2	True
train	26	5	en-ud-train.conllu 4812	7	change	True	True	false	4	True
train	41	5	en-ud-train.conllu 4812	7	change	True	True	false	2	True
train	41	5	en-ud-train.conllu 12519	21	get	True	True	true	2	True
train	27	5	en-ud-train.conllu 12519	21	get	True	True	true	4	True
train	34	5	en-ud-train.conllu 8202	32	hop	True	True	true	4	False
train	44	5	en-ud-train.conllu 8202	32	hop	True	True	true	3	True
train	26	5	en-ud-train.conllu 9655	5	talk	True	True	true	4	True
train	27	5	en-ud-train.conllu 9655	5	talk	True	True	true	4	True
train	34	5	en-ud-train.conllu 6813	9	use	True	True	true	4	False
train	41	5	en-ud-train.conllu 6813	9	use	True	True	true	2	True
train	34	5	en-ud-train.conllu 5958	23	try	True	True	true	4	False
train	41	5	en-ud-train.conllu 5958	23	try	True	True	false	2	True
train	41	5	en-ud-train.conllu 1386	23	capture	True	True	true	4	True
train	25	5	en-ud-train.conllu 1386	23	capture	True	True	true	4	True
train	41	5	en-ud-train.conllu 11733	3	see	True	True	true	2	True
train	26	5	en-ud-train.conllu 11733	3	see	True	True	true	4	True
train	27	5	en-ud-train.conllu 7906	25	wake	True	True	true	4	True
train	41	5	en-ud-train.conllu 7906	25	wake	True	True	true	2	True
train	41	5	en-ud-train.conllu 12393	12	put	True	True	true	3	True
train	26	5	en-ud-train.conllu 12393	12	put	True	True	true	4	True
dev	46	5	en-ud-dev.conllu 747	1	take	False	True	na	na	True
dev	41	5	en-ud-dev.conllu 747	1	take	True	True	false	2	True
train	39	5	en-ud-train.conllu 6817	44	weaken	True	True	true	4	True
train	41	5	en-ud-train.conllu 6817	44	weaken	True	True	true	1	True
train	34	5	en-ud-train.conllu 7004	19	mention	True	True	true	4	False
train	41	5	en-ud-train.conllu 7004	19	mention	True	True	true	3	True
train	25	5	en-ud-train.conllu 9785	11	hope	True	True	true	2	True
train	41	5	en-ud-train.conllu 9785	11	hope	True	True	true	3	True
train	27	5	en-ud-train.conllu 10435	11	see	True	True	false	4	True
train	34	5	en-ud-train.conllu 10435	11	see	True	True	true	4	False
train	38	5	en-ud-train.conllu 3117	30	obliterate	True	True	true	4	True
train	41	5	en-ud-train.conllu 3117	30	obliterate	True	True	true	2	True
train	41	5	en-ud-train.conllu 3942	2	disregard	True	True	true	2	True
train	46	5	en-ud-train.conllu 3942	2	disregard	False	True	na	na	True
train	26	5	en-ud-train.conllu 9548	6	leave	True	True	false	2	True
train	27	5	en-ud-train.conllu 9548	6	leave	True	True	false	3	True
dev	27	5	en-ud-dev.conllu 742	3	call	True	True	true	4	True
dev	41	5	en-ud-dev.conllu 742	3	call	True	True	true	3	True
train	38	5	en-ud-train.conllu 8382	5	go	True	True	false	4	True
train	41	5	en-ud-train.conllu 8382	5	go	True	True	false	2	True
train	26	5	en-ud-train.conllu 3973	14	start	True	True	true	4	True
train	41	5	en-ud-train.conllu 3973	14	start	True	True	true	3	True
test	26	5	en-ud-test.conllu 926	1	post	True	True	true	4	True
test	38	5	en-ud-test.conllu 926	1	post	True	True	true	4	True
train	41	5	en-ud-train.conllu 8787	3	whistle	True	True	false	2	True
train	39	5	en-ud-train.conllu 8787	3	whistle	True	True	true	2	True
train	41	5	en-ud-train.conllu 5293	4	expect	True	True	true	1	True
train	26	5	en-ud-train.conllu 5293	4	expect	True	True	false	4	True
dev	41	5	en-ud-dev.conllu 361	11	sell	True	True	false	1	True
dev	34	5	en-ud-dev.conllu 361	11	sell	True	True	true	4	False
train	26	5	en-ud-train.conllu 11007	5	see	True	True	true	4	True
train	34	5	en-ud-train.conllu 11007	5	see	True	True	true	4	False
train	26	5	en-ud-train.conllu 6991	9	import	True	True	true	4	True
train	41	5	en-ud-train.conllu 6991	9	import	True	True	true	3	True
train	41	5	en-ud-train.conllu 9739	21	do	True	True	false	2	True
train	27	5	en-ud-train.conllu 9739	21	do	True	True	false	4	True
dev	41	5	en-ud-dev.conllu 1288	3	see	True	True	false	2	True
dev	27	5	en-ud-dev.conllu 1288	3	see	True	True	false	4	True
train	41	5	en-ud-train.conllu 2231	1	hope	True	True	true	2	True
train	34	5	en-ud-train.conllu 2231	1	hope	True	True	true	4	False
train	26	5	en-ud-train.conllu 1990	6	perform	True	True	true	4	True
train	41	5	en-ud-train.conllu 1990	6	perform	True	True	false	1	True
train	27	5	en-ud-train.conllu 10441	3	waste	True	True	true	4	True
train	46	5	en-ud-train.conllu 10441	3	waste	False	True	na	na	True
train	27	5	en-ud-train.conllu 6567	12	go	True	True	false	3	True
train	41	5	en-ud-train.conllu 6567	12	go	True	True	false	2	True
train	26	5	en-ud-train.conllu 3705	31	support	True	True	true	4	True
train	41	5	en-ud-train.conllu 3705	31	support	True	True	true	2	True
train	44	5	en-ud-train.conllu 1057	3	read	True	True	true	4	True
train	25	5	en-ud-train.conllu 1057	3	read	True	True	true	4	True
dev	34	5	en-ud-dev.conllu 269	32	enter	True	True	true	4	False
dev	26	5	en-ud-dev.conllu 269	32	enter	True	True	true	3	True
train	27	5	en-ud-train.conllu 12352	8	wait	True	True	false	2	True
train	34	5	en-ud-train.conllu 12352	8	wait	True	True	true	4	False
train	41	5	en-ud-train.conllu 274	9	surface	True	True	true	3	True
train	25	5	en-ud-train.conllu 274	9	surface	True	True	true	4	True
train	46	5	en-ud-train.conllu 1513	21	assassinate	False	True	na	na	True
train	26	5	en-ud-train.conllu 1513	21	assassinate	True	True	true	4	True
train	26	5	en-ud-train.conllu 3619	3	receive	True	True	true	4	True
train	41	5	en-ud-train.conllu 3619	3	receive	True	True	true	3	True
train	46	5	en-ud-train.conllu 260	8	want	True	True	false	4	True
train	41	5	en-ud-train.conllu 260	8	want	True	True	true	2	True
test	26	5	en-ud-test.conllu 332	3	go	True	True	false	4	True
test	34	5	en-ud-test.conllu 332	3	go	True	True	false	4	False
train	41	5	en-ud-train.conllu 8369	22	trace	True	True	true	3	True
train	34	5	en-ud-train.conllu 8369	22	trace	True	True	true	4	False
train	25	5	en-ud-train.conllu 8797	2	track	True	True	true	4	True
train	26	5	en-ud-train.conllu 2926	11	fax	True	True	false	4	True
train	41	5	en-ud-train.conllu 2926	11	fax	True	True	false	3	True
train	25	5	en-ud-train.conllu 4225	6	request	True	True	true	4	True
train	41	5	en-ud-train.conllu 4225	6	request	True	True	false	1	True
train	41	5	en-ud-train.conllu 11625	24	get	True	True	false	2	True
train	26	5	en-ud-train.conllu 11625	24	get	True	True	false	4	True
train	26	5	en-ud-train.conllu 6161	4	get	True	True	true	4	True
train	41	5	en-ud-train.conllu 6161	4	get	True	True	true	3	True
test	44	5	en-ud-test.conllu 279	15	regard	True	True	true	4	True
test	41	5	en-ud-test.conllu 279	15	regard	False	True	na	na	True
train	26	5	en-ud-train.conllu 3547	9	speak	True	True	true	4	True
train	27	5	en-ud-train.conllu 3547	9	speak	True	True	true	4	True
train	39	5	en-ud-train.conllu 9402	5	tame	True	True	false	2	True
train	26	5	en-ud-train.conllu 9402	5	tame	True	True	false	3	True
dev	39	5	en-ud-dev.conllu 718	9	make	True	True	false	4	True
dev	38	5	en-ud-dev.conllu 718	9	make	True	True	false	2	True
train	41	5	en-ud-train.conllu 1955	10	wrap	True	True	false	2	True
train	38	5	en-ud-train.conllu 1955	10	wrap	True	True	false	4	True
train	41	5	en-ud-train.conllu 5405	20	shape	True	True	true	2	True
train	26	5	en-ud-train.conllu 5405	20	shape	True	True	false	4	True
train	41	5	en-ud-train.conllu 282	5	draw	True	True	true	3	True
train	34	5	en-ud-train.conllu 282	5	draw	True	True	true	4	False
dev	38	5	en-ud-dev.conllu 1136	3	view	True	True	false	4	True
dev	26	5	en-ud-dev.conllu 1136	3	view	True	True	false	4	True
train	41	5	en-ud-train.conllu 3158	6	follow	True	True	true	2	True
train	30	5	en-ud-train.conllu 3158	6	follow	False	True	na	na	True
train	41	5	en-ud-train.conllu 6198	8	email	True	True	false	3	True
train	46	5	en-ud-train.conllu 6198	8	email	True	True	false	4	True
train	41	5	en-ud-train.conllu 10414	3	come	True	True	false	2	True
train	26	5	en-ud-train.conllu 10414	3	come	True	True	false	4	True
train	46	5	en-ud-train.conllu 11663	18	need	False	True	na	na	True
train	35	5	en-ud-train.conllu 11663	18	need	True	True	true	4	True
train	44	5	en-ud-train.conllu 10970	17	come	True	True	true	3	True
train	41	5	en-ud-train.conllu 10970	17	come	True	True	true	3	True
test	41	5	en-ud-test.conllu 1368	33	ask	True	True	false	2	True
test	27	5	en-ud-test.conllu 1368	33	ask	True	True	false	4	True
train	41	5	en-ud-train.conllu 4014	11	follow	True	True	false	2	True
train	26	5	en-ud-train.conllu 4014	11	follow	True	True	false	4	True
train	34	5	en-ud-train.conllu 6208	16	torment	True	True	true	4	False
train	26	5	en-ud-train.conllu 6208	16	torment	True	True	true	4	True
train	25	5	en-ud-train.conllu 8525	11	sell	True	True	true	4	True
train	41	5	en-ud-train.conllu 8525	11	sell	True	True	true	1	True
train	27	5	en-ud-train.conllu 12290	4	get	True	True	true	4	True
train	46	5	en-ud-train.conllu 12290	4	get	True	True	true	4	True
train	27	5	en-ud-train.conllu 1970	14	condition	True	True	false	3	True
train	26	5	en-ud-train.conllu 1970	14	condition	True	True	false	3	True
train	35	5	en-ud-train.conllu 737	20	slack	True	True	true	4	True
train	41	5	en-ud-train.conllu 737	20	slack	True	True	true	3	True
train	25	5	en-ud-train.conllu 6188	9	sit	True	True	true	4	True
train	41	5	en-ud-train.conllu 6188	9	sit	True	True	true	3	True
test	26	5	en-ud-test.conllu 1325	4	work	True	True	true	4	True
test	41	5	en-ud-test.conllu 1325	4	work	True	True	true	2	True
train	44	5	en-ud-train.conllu 3739	18	prove	True	True	false	3	True
train	26	5	en-ud-train.conllu 3739	18	prove	True	True	false	4	True
train	41	5	en-ud-train.conllu 11375	18	leave	True	True	false	2	True
train	26	5	en-ud-train.conllu 11375	18	leave	True	True	false	2	True
train	41	5	en-ud-train.conllu 9811	6	put	True	True	false	1	True
train	38	5	en-ud-train.conllu 9811	6	put	True	True	false	4	True
test	27	5	en-ud-test.conllu 1500	2	sound	True	True	true	3	True
test	41	5	en-ud-test.conllu 1500	2	sound	True	True	true	2	True
train	25	5	en-ud-train.conllu 35	7	go	True	True	false	3	True
train	41	5	en-ud-train.conllu 35	7	go	True	True	false	2	True
test	26	5	en-ud-test.conllu 1492	3	have	True	True	false	2	True
test	41	5	en-ud-test.conllu 1492	3	have	True	True	true	1	True
train	41	5	en-ud-train.conllu 3623	13	have	True	True	true	3	True
train	46	5	en-ud-train.conllu 3623	13	have	True	True	true	4	True
train	25	5	en-ud-train.conllu 534	10	have	True	True	true	4	True
train	41	5	en-ud-train.conllu 534	10	have	True	True	true	2	True
test	41	5	en-ud-test.conllu 603	9	think	True	True	true	2	True
test	26	5	en-ud-test.conllu 603	9	think	True	True	false	3	True
train	41	5	en-ud-train.conllu 2170	3	require	True	True	true	2	True
train	26	5	en-ud-train.conllu 2170	3	require	True	True	true	4	True
train	25	5	en-ud-train.conllu 570	20	constitute	True	True	true	4	True
train	41	5	en-ud-train.conllu 570	20	constitute	True	True	true	2	True
train	34	5	en-ud-train.conllu 9387	2	try	True	True	true	3	False
train	41	5	en-ud-train.conllu 9387	2	try	True	True	false	2	True
train	26	5	en-ud-train.conllu 9023	4	expect	True	True	false	2	True
train	46	5	en-ud-train.conllu 9023	4	expect	True	True	true	4	True
train	26	5	en-ud-train.conllu 3800	15	quote	True	True	false	4	True
train	46	5	en-ud-train.conllu 3800	15	quote	True	True	false	4	True
train	41	5	en-ud-train.conllu 10893	2	ask	True	True	true	3	True
train	26	5	en-ud-train.conllu 10893	2	ask	True	True	true	4	True
dev	41	5	en-ud-dev.conllu 506	8	get	True	True	false	3	True
dev	26	5	en-ud-dev.conllu 506	8	get	True	True	false	4	True
train	41	5	en-ud-train.conllu 2099	4	want	True	True	true	2	True
train	26	5	en-ud-train.conllu 2099	4	want	True	True	true	2	True
train	46	5	en-ud-train.conllu 5695	3	know	False	True	na	na	True
train	41	5	en-ud-train.conllu 5695	3	know	True	True	true	1	True
test	27	5	en-ud-test.conllu 1514	3	move	True	True	true	4	True
test	41	5	en-ud-test.conllu 1514	3	move	True	True	true	3	True
train	41	5	en-ud-train.conllu 2158	11	participate	True	True	false	2	True
train	27	5	en-ud-train.conllu 2158	11	participate	True	True	false	4	True
train	38	5	en-ud-train.conllu 7255	22	feel	True	True	false	4	True
train	39	5	en-ud-train.conllu 7255	22	feel	True	True	false	4	True
test	26	5	en-ud-test.conllu 1518	3	use	True	True	true	4	True
test	41	5	en-ud-test.conllu 1518	3	use	True	True	true	2	True
train	44	5	en-ud-train.conllu 10266	25	stock	True	True	true	3	True
train	41	5	en-ud-train.conllu 10266	25	stock	True	True	true	2	True
train	26	5	en-ud-train.conllu 8567	5	put	True	True	false	2	True
train	39	5	en-ud-train.conllu 8567	5	put	True	True	false	3	True
train	41	5	en-ud-train.conllu 9240	10	feed	True	True	true	2	True
train	34	5	en-ud-train.conllu 9240	10	feed	True	True	true	4	False
train	41	5	en-ud-train.conllu 10329	3	sum	True	True	false	2	True
train	26	5	en-ud-train.conllu 10329	3	sum	True	True	false	3	True
train	27	5	en-ud-train.conllu 11154	12	stop	True	True	true	3	True
train	34	5	en-ud-train.conllu 11154	12	stop	True	True	true	4	False
train	26	5	en-ud-train.conllu 9102	13	think	True	True	true	4	True
train	41	5	en-ud-train.conllu 9102	13	think	True	True	true	3	True
train	26	5	en-ud-train.conllu 5533	10	face	True	True	false	2	True
train	38	5	en-ud-train.conllu 5533	10	face	True	True	false	2	True
train	26	5	en-ud-train.conllu 11407	4	need	True	True	true	3	True
train	25	5	en-ud-train.conllu 11407	4	need	True	True	true	2	True
train	41	5	en-ud-train.conllu 8544	5	run	True	True	true	2	True
train	34	5	en-ud-train.conllu 8544	5	run	True	True	true	4	False
train	41	5	en-ud-train.conllu 10230	4	find	True	True	false	2	True
train	34	5	en-ud-train.conllu 10230	4	find	True	True	true	4	False
dev	26	5	en-ud-dev.conllu 1892	5	prepare	True	True	true	4	True
dev	27	5	en-ud-dev.conllu 1892	5	prepare	True	True	true	4	True
train	41	5	en-ud-train.conllu 5178	3	recall	True	True	true	3	True
train	39	5	en-ud-train.conllu 5178	3	recall	True	True	true	4	True
train	41	5	en-ud-train.conllu 4994	13	implement	True	True	false	2	True
train	38	5	en-ud-train.conllu 4994	13	implement	True	True	false	4	True
train	26	5	en-ud-train.conllu 12070	19	pardon	True	True	false	4	True
train	46	5	en-ud-train.conllu 12070	19	pardon	False	True	na	na	True
train	38	5	en-ud-train.conllu 7524	11	see	True	True	true	4	True
train	41	5	en-ud-train.conllu 7524	11	see	False	True	na	na	True
train	41	5	en-ud-train.conllu 9338	2	screw	True	True	true	3	True
train	34	5	en-ud-train.conllu 9338	2	screw	True	True	true	4	False
test	27	5	en-ud-test.conllu 154	27	announce	True	True	true	4	True
test	38	5	en-ud-test.conllu 154	27	announce	True	True	true	4	True
train	38	5	en-ud-train.conllu 2450	3	look	True	True	true	4	True
train	41	5	en-ud-train.conllu 2450	3	look	True	True	true	3	True
train	41	5	en-ud-train.conllu 7405	36	feed	True	False	na	na	True
train	27	5	en-ud-train.conllu 7405	36	feed	True	True	true	4	True
train	41	5	en-ud-train.conllu 9486	24	grow	True	True	true	2	True
train	38	5	en-ud-train.conllu 9486	24	grow	True	True	true	4	True
train	25	5	en-ud-train.conllu 8488	6	look	True	True	false	3	True
train	41	5	en-ud-train.conllu 8488	6	look	True	True	false	1	True
train	27	5	en-ud-train.conllu 5042	4	let	True	True	false	4	True
train	41	5	en-ud-train.conllu 5042	4	let	True	True	false	2	True
train	38	5	en-ud-train.conllu 10687	3	hate	True	True	true	4	True
train	26	5	en-ud-train.conllu 10687	3	hate	True	True	true	4	True
train	26	5	en-ud-train.conllu 9053	3	have	True	True	true	4	True
train	38	5	en-ud-train.conllu 9053	3	have	True	True	true	4	True
train	34	5	en-ud-train.conllu 3678	53	satisfy	True	True	true	4	False
train	26	5	en-ud-train.conllu 3678	53	satisfy	True	True	false	4	True
train	44	5	en-ud-train.conllu 12430	51	want	True	True	true	3	True
train	38	5	en-ud-train.conllu 12430	51	want	True	True	true	4	True
train	46	5	en-ud-train.conllu 11237	26	do	True	True	false	2	True
train	41	5	en-ud-train.conllu 11237	26	do	True	True	false	2	True
train	38	5	en-ud-train.conllu 1543	1	accord	True	True	true	4	True
train	41	5	en-ud-train.conllu 1543	1	accord	True	True	true	2	True
train	41	5	en-ud-train.conllu 7337	14	go	True	True	false	2	True
train	38	5	en-ud-train.conllu 7337	14	go	True	True	false	4	True
train	46	5	en-ud-train.conllu 156	19	get	False	True	na	na	True
train	26	5	en-ud-train.conllu 156	19	get	True	True	false	4	True
dev	26	5	en-ud-dev.conllu 139	12	call	True	True	true	4	True
dev	41	5	en-ud-dev.conllu 139	12	call	True	True	true	3	True
train	26	5	en-ud-train.conllu 8078	2	have	True	True	true	4	True
train	38	5	en-ud-train.conllu 8078	2	have	True	True	true	4	True
train	41	5	en-ud-train.conllu 7553	1	get	True	True	false	2	True
train	26	5	en-ud-train.conllu 7553	1	get	True	True	false	4	True
test	41	5	en-ud-test.conllu 135	7	bear	True	True	true	2	True
test	46	5	en-ud-test.conllu 135	7	bear	True	True	true	3	True
dev	34	5	en-ud-dev.conllu 299	24	do	True	True	true	4	False
dev	41	5	en-ud-dev.conllu 299	24	do	True	True	false	2	True
train	26	5	en-ud-train.conllu 5850	11	watch	True	True	true	2	True
train	44	5	en-ud-train.conllu 5850	11	watch	True	True	true	2	True
train	26	5	en-ud-train.conllu 5898	24	grow	True	True	false	3	True
train	25	5	en-ud-train.conllu 5898	24	grow	False	True	na	na	True
test	26	5	en-ud-test.conllu 990	22	exchange	True	True	false	4	True
test	41	5	en-ud-test.conllu 990	22	exchange	True	True	false	2	True
dev	36	5	en-ud-dev.conllu 1139	31	return	True	True	false	2	True
dev	41	5	en-ud-dev.conllu 1139	31	return	True	True	false	2	True
train	46	5	en-ud-train.conllu 3308	1	take	True	True	false	4	True
train	25	5	en-ud-train.conllu 3308	1	take	True	False	na	na	True
train	38	5	en-ud-train.conllu 7715	1	hope	True	True	true	4	True
train	44	5	en-ud-train.conllu 7715	1	hope	True	True	true	3	True
train	39	5	en-ud-train.conllu 10670	1	provide	True	True	true	4	True
train	26	5	en-ud-train.conllu 10670	1	provide	True	True	true	4	True
dev	39	5	en-ud-dev.conllu 1555	1	remember	True	True	true	2	True
dev	26	5	en-ud-dev.conllu 1555	1	remember	True	True	true	4	True
train	41	5	en-ud-train.conllu 7436	14	try	True	True	false	2	True
train	25	5	en-ud-train.conllu 7436	14	try	True	True	false	3	True
train	26	5	en-ud-train.conllu 7290	2	depend	True	True	true	4	True
train	41	5	en-ud-train.conllu 7290	2	depend	True	True	true	2	True
train	41	5	en-ud-train.conllu 12296	9	provide	True	True	true	3	True
train	34	5	en-ud-train.conllu 12296	9	provide	True	True	true	4	False
train	34	5	en-ud-train.conllu 1834	18	provide	True	True	true	4	False
train	25	5	en-ud-train.conllu 1834	18	provide	True	True	false	4	True
train	41	5	en-ud-train.conllu 8659	15	get	True	True	false	2	True
train	34	5	en-ud-train.conllu 8659	15	get	True	True	true	4	False
test	26	5	en-ud-test.conllu 1957	18	go	True	True	false	4	True
test	44	5	en-ud-test.conllu 1957	18	go	True	True	false	3	True
test	41	5	en-ud-test.conllu 60	48	exclude	True	True	false	1	True
test	24	5	en-ud-test.conllu 60	48	exclude	True	True	true	3	True
train	38	5	en-ud-train.conllu 9314	5	have	True	True	true	4	True
train	34	5	en-ud-train.conllu 9314	5	have	True	True	true	4	False
train	27	5	en-ud-train.conllu 6246	1	follow	True	True	false	4	True
train	34	5	en-ud-train.conllu 6246	1	follow	True	True	false	2	False
test	27	5	en-ud-test.conllu 110	24	see	True	True	true	4	True
test	41	5	en-ud-test.conllu 110	24	see	True	True	true	3	True
train	41	5	en-ud-train.conllu 11903	33	give	True	True	true	2	True
train	38	5	en-ud-train.conllu 11903	33	give	True	True	true	4	True
train	34	5	en-ud-train.conllu 8109	9	affect	True	True	true	4	False
train	26	5	en-ud-train.conllu 8109	9	affect	True	True	true	4	True
train	44	5	en-ud-train.conllu 3980	6	support	True	True	false	3	True
train	41	5	en-ud-train.conllu 3980	6	support	True	True	false	2	True
test	41	5	en-ud-test.conllu 974	12	brew	True	True	true	2	True
test	26	5	en-ud-test.conllu 974	12	brew	True	True	true	4	True
train	26	5	en-ud-train.conllu 1583	30	drop	True	True	false	2	True
train	29	5	en-ud-train.conllu 1583	30	drop	True	True	false	4	True
train	30	5	en-ud-train.conllu 3807	23	assist	True	True	true	2	True
train	25	5	en-ud-train.conllu 3807	23	assist	True	True	true	2	True
test	25	5	en-ud-test.conllu 1605	3	know	True	True	true	4	True
test	26	5	en-ud-test.conllu 1605	3	know	True	True	true	4	True
test	34	5	en-ud-test.conllu 521	1	let	True	True	true	4	False
test	41	5	en-ud-test.conllu 521	1	let	True	True	false	2	True
train	41	5	en-ud-train.conllu 5369	52	see	True	True	false	1	True
train	26	5	en-ud-train.conllu 5369	52	see	True	True	false	2	True
train	41	5	en-ud-train.conllu 12470	1	quit	True	True	false	2	True
train	26	5	en-ud-train.conllu 12470	1	quit	True	True	false	4	True
test	41	5	en-ud-test.conllu 49	1	see	True	True	false	2	True
test	39	5	en-ud-test.conllu 49	1	see	True	True	false	2	True
train	38	5	en-ud-train.conllu 2935	1	let	True	True	false	4	True
train	26	5	en-ud-train.conllu 2935	1	let	True	True	false	4	True
train	25	5	en-ud-train.conllu 2323	16	get	True	True	false	4	True
train	39	5	en-ud-train.conllu 2323	16	get	True	True	false	3	True
train	34	5	en-ud-train.conllu 9471	40	need	True	True	true	4	False
train	41	5	en-ud-train.conllu 9471	40	need	True	True	true	2	True
train	34	5	en-ud-train.conllu 805	12	fall	True	True	true	4	False
train	41	5	en-ud-train.conllu 805	12	fall	True	True	true	2	True
train	27	5	en-ud-train.conllu 3393	34	relate	True	True	true	2	True
train	26	5	en-ud-train.conllu 3393	34	relate	True	True	true	4	True
train	26	5	en-ud-train.conllu 5753	2	battle	True	True	true	4	True
train	41	5	en-ud-train.conllu 5753	2	battle	True	True	false	2	True
train	34	5	en-ud-train.conllu 12406	31	say	True	True	true	4	False
train	26	5	en-ud-train.conllu 12406	31	say	True	True	true	4	True
train	46	5	en-ud-train.conllu 11305	22	take	True	True	true	2	True
train	26	5	en-ud-train.conllu 11305	22	take	True	True	true	4	True
train	24	5	en-ud-train.conllu 7060	16	permit	True	True	false	2	True
train	26	5	en-ud-train.conllu 7060	16	permit	True	True	false	4	True
train	41	5	en-ud-train.conllu 579	13	have	True	True	true	2	True
train	26	5	en-ud-train.conllu 579	13	have	True	True	true	4	True
train	34	5	en-ud-train.conllu 10833	14	look	True	True	true	4	False
train	41	5	en-ud-train.conllu 10833	14	look	True	True	true	3	True
train	41	5	en-ud-train.conllu 3086	8	tell	True	True	true	3	True
train	34	5	en-ud-train.conllu 3086	8	tell	True	True	true	4	False
train	34	5	en-ud-train.conllu 2477	11	set	True	True	true	4	False
train	38	5	en-ud-train.conllu 2477	11	set	True	True	false	4	True
train	41	5	en-ud-train.conllu 395	13	look	True	True	true	2	True
train	27	5	en-ud-train.conllu 395	13	look	True	True	true	4	True
train	26	5	en-ud-train.conllu 9672	4	say	True	True	true	4	True
train	44	5	en-ud-train.conllu 9672	4	say	True	True	true	4	True
train	44	5	en-ud-train.conllu 4839	44	soften	True	True	false	3	True
train	41	5	en-ud-train.conllu 4839	44	soften	True	True	true	1	True
train	46	5	en-ud-train.conllu 11426	20	choose	True	True	true	4	True
train	26	5	en-ud-train.conllu 11426	20	choose	True	True	true	4	True
train	36	5	en-ud-train.conllu 10621	6	answetr	True	True	true	4	True
train	41	5	en-ud-train.conllu 10621	6	answetr	True	True	true	3	True
test	38	5	en-ud-test.conllu 1724	8	stay	True	True	false	4	True
test	25	5	en-ud-test.conllu 1724	8	stay	True	True	false	4	True
train	41	5	en-ud-train.conllu 9012	3	wait	True	True	false	2	True
train	26	5	en-ud-train.conllu 9012	3	wait	True	True	false	4	True
train	26	5	en-ud-train.conllu 6011	3	try	True	True	false	2	True
train	41	5	en-ud-train.conllu 6011	3	try	True	True	true	2	True
train	41	5	en-ud-train.conllu 8727	39	like	True	True	true	2	True
train	26	5	en-ud-train.conllu 8727	39	like	True	True	false	3	True
train	46	5	en-ud-train.conllu 7280	14	use	False	True	na	na	True
train	41	5	en-ud-train.conllu 7280	14	use	True	True	false	2	True
dev	38	5	en-ud-dev.conllu 955	2	kid	True	True	true	4	True
dev	41	5	en-ud-dev.conllu 955	2	kid	True	True	true	3	True
train	46	5	en-ud-train.conllu 8296	23	mean	False	True	na	na	True
train	34	5	en-ud-train.conllu 8296	23	mean	True	True	true	4	False
train	41	5	en-ud-train.conllu 5277	3	attach	True	True	true	2	True
train	44	5	en-ud-train.conllu 5277	3	attach	True	True	true	4	True
train	44	5	en-ud-train.conllu 1064	19	feel	True	True	false	2	True
train	41	5	en-ud-train.conllu 1064	19	feel	True	True	false	2	True
train	41	5	en-ud-train.conllu 12042	5	consider	True	True	true	2	True
train	25	5	en-ud-train.conllu 12042	5	consider	True	True	true	4	True
train	41	5	en-ud-train.conllu 7998	1	sketch	True	True	false	2	True
